BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,LOG_BALANCE,LOG_CASH_ADVANCE,LOG_PAYMENTS,CREDIT_UTILIZATION_RATIO,PAYMENT_RATIO,MONTHLY_AVG_PURCHASES,MONTHLY_AVG_PAYMENTS,Cluster,KMeans_Cluster,Agglomerative_Cluster,Agglo_Cluster
1083.07662,1.0,0.0,0.0,0.0,91.903204,0.0,0.0,0.0,0.083333,1,0,1200.0,309.300185,476.830891,0.0,12,6.988483862158517,4.531558133922595,5.737540167651385,0.9025638500000001,0.6486580270656164,0.0,25.775015416666665,0,1,0,0
250.123525,0.909091,2655.99,2655.99,0.0,0.0,0.916667,0.916667,0.0,0.0,0,21,3600.0,3155.89347,168.814522,0.727273,12,5.525944949548909,0.0,8.05734374392783,0.06947875694444444,18.694443064560524,221.33249999999998,262.9911225,1,2,3,3
41.146561,1.0,825.0,0.0,825.0,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,887.677869,132.020035,0.727273,12,3.741153091558164,0.0,6.7897348177675365,0.0164586244,6.7238117987167625,68.75,73.97315575,2,2,3,3
3340.233396,1.0,1783.57,1400.59,382.98,9569.469311,0.833333,0.25,0.75,0.833333,29,22,8000.0,6173.822229,1030.053642,0.0,12,8.1140952980431,9.1664375230565,8.728235372255861,0.4175291745,5.993690015029333,148.63083333333333,514.48518575,3,0,2,2
97.649883,0.454545,1092.59,673.11,419.48,0.0,1.0,0.166667,1.0,0.0,0,26,18000.0,1399.323719,108.410954,0.090909,12,4.591577046456771,0.0,7.244458716731452,0.0054249935,12.907586063673971,91.04916666666666,116.61030991666667,0,2,3,3
253.143106,0.142857,0.0,0.0,0.0,3351.385591,0.0,0.0,0.0,0.142857,3,0,5000.0,0.0,312.343947,0.0,7,5.5378975178118415,8.11742748810073,0.0,0.050628621199999994,0.0,0.0,0.0,1,1,0,0
1239.889457,1.0,3914.15,2643.0,1271.15,0.0,0.583333,0.25,0.416667,0.0,0,12,9500.0,3980.107176,511.121978,0.083333,12,7.123583705491761,0.0,8.289315244516855,0.13051467968421052,7.787000652122222,326.1791666666667,331.675598,2,2,3,3
3846.498183,1.0,788.54,734.45,54.09,69.894469,0.545455,0.363636,0.181818,0.090909,2,8,4200.0,2071.865365,1445.432949,0.0,11,8.255178393458213,4.261192419211546,7.63668716338983,0.9158329007142858,1.4333873919460516,71.68545454545455,188.35139681818183,3,1,0,0
12373.33348,1.0,830.15,200.0,630.15,10249.921,0.75,0.166667,0.583333,0.916667,26,14,11000.0,14040.86635,12245.92601,0.0,12,9.423379725784358,9.235122834188493,9.549798599656953,1.124848498181818,1.146574488408166,69.17916666666666,1170.0721958333334,0,0,2,2
1958.327414,1.0,0.0,0.0,0.0,39.461591,0.0,0.0,0.0,0.083333,1,0,2100.0,404.070285,999.050377,0.0,12,7.580356537210578,3.7003531537544174,6.004060595259535,0.9325368638095238,0.404454364166663,0.0,33.67252375,1,1,0,0
411.727643,0.909091,1037.82,1037.82,0.0,0.0,0.5,0.5,0.0,0.0,0,12,6500.0,1461.416883,214.724575,0.1,12,6.0227879153731845,0.0,7.287845745354252,0.06334271430769231,6.806006638969946,86.485,121.78474025000001,2,2,0,0
1548.76729,1.0,723.65,723.65,0.0,0.0,1.0,1.0,0.0,0.0,0,24,8500.0,0.0,312.343947,0.0,12,7.345860063157962,0.0,0.0,0.18220791647058823,0.0,60.30416666666667,0.0,3,2,0,0
2128.151695,1.0,0.0,0.0,0.0,19.345729,0.0,0.0,0.0,0.083333,1,0,2100.0,138.907177,13266.3819,0.0,12,7.663478914116584,3.0128710127114355,4.940979181284823,1.0134055690476191,0.010470614976039547,0.0,11.575598083333333,0,1,2,2
1046.785259,0.555556,0.0,0.0,0.0,2908.400137,0.0,0.0,0.0,0.333333,13,0,3000.0,87.879339,630.679799,0.0,9,6.954433938350629,7.975702200428107,4.48727970831002,0.34892841966666666,0.13934065930023548,0.0,9.764371,1,1,0,0
640.595851,1.0,2496.57,1837.56,659.01,0.0,0.5,0.333333,0.166667,0.0,0,14,3000.0,1145.707252,201.050218,0.0,12,6.463958589885511,0.0,7.0446498552590215,0.21353195033333336,5.698612333760314,208.0475,95.47560433333332,2,2,0,0
270.096134,0.818182,3061.26,1913.26,1148.0,0.0,0.666667,0.333333,0.666667,0.0,0,20,6000.0,3594.046318,152.391012,0.454545,12,5.60247349598243,0.0,8.187312154077713,0.045016022333333336,23.584372010076294,255.10500000000002,299.50385983333337,3,2,3,3
1583.622027,1.0,45.65,45.65,0.0,0.0,0.090909,0.090909,0.0,0.0,0,1,1700.0,317.911208,481.237501,0.0,11,7.3681011891034665,0.0,5.7649127192121465,0.9315423688235294,0.6606118752993857,4.1499999999999995,28.901018909090908,0,1,0,0
380.384776,0.545455,1188.0,1188.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,9000.0,2461.320337,158.339807,0.0,12,5.943808776271066,0.0,7.808859410790655,0.04226497511111111,15.54454551659268,99.0,205.11002808333333,1,2,0,0
445.409094,1.0,307.11,163.29,143.82,0.0,0.833333,0.25,0.666667,0.0,0,12,1500.0,467.844102,171.370838,0.0,12,6.101235782723397,0.0,6.150270308070182,0.29693939599999997,2.7300100032188674,25.5925,38.9870085,2,2,0,0
117.949494,1.0,1368.88,1088.23,280.65,0.0,1.0,0.166667,1.0,0.0,0,15,4500.0,455.527411,179.475148,1.0,12,4.778698982851731,0.0,6.123648744234525,0.026210998666666666,2.538108568658208,114.07333333333334,37.96061758333333,3,2,3,3
2608.143732,1.0,207.68,207.68,0.0,189.874314,0.083333,0.083333,0.0,0.083333,1,1,3000.0,1243.840314,638.679282,0.0,12,7.866777374458686,5.2516151695572235,7.126762538825164,0.869381244,1.9475194343316746,17.30666666666667,103.65335950000001,0,1,0,0
48.521324,1.0,514.97,514.97,0.0,0.0,1.0,1.0,0.0,0.0,0,16,5500.0,380.613937,208.568375,0.25,12,3.902403364690974,0.0,5.944409461443888,0.008822058909090909,1.8248880588919583,42.91416666666667,31.717828083333334,1,2,3,3
1076.571029,1.0,45.65,45.65,0.0,48.730842,0.083333,0.083333,0.0,0.083333,1,1,1200.0,299.78995,374.377774,0.0,12,6.982464739990878,3.9066253040130325,5.706412180613273,0.8971425241666666,0.8007685573770199,3.8041666666666667,24.98249583333333,2,1,0,0
2294.145941,1.0,29.29,0.0,29.29,137.256946,0.083333,0.0,0.083333,0.083333,2,1,2100.0,149.363733,17693.07847,0.0,12,7.738551711322507,4.929113881454989,5.013057245469461,1.0924504480952382,0.008441930173613253,2.4408333333333334,12.44697775,3,1,2,2
25.570988,0.454545,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1500.0,491.455491,117.808437,0.0,12,3.279819943875266,0.0,6.199404082924143,0.017047325333333332,4.171649361581802,3.8041666666666667,40.95462425,0,2,0,0
5049.442457,1.0,0.0,0.0,0.0,3631.844028,0.0,0.0,0.0,0.333333,5,0,8500.0,8574.541634,1473.841361,0.0,12,8.527231133678939,8.197771099287486,9.056669434354228,0.5940520537647059,5.81781856643118,0.0,714.5451361666666,1,0,2,2
5516.201451,1.0,0.0,0.0,0.0,2941.903445,0.0,0.0,0.0,0.333333,11,0,6000.0,1443.4332,1406.909258,0.0,12,8.615626027197052,7.987151939336449,7.2754722744617695,0.9193669085,1.0259604105896074,0.0,120.28609999999999,2,0,2,2
300.782119,0.909091,2590.95,2330.95,260.0,0.0,0.75,0.666667,0.25,0.0,0,18,10000.0,3286.584674,168.321916,0.875,12,5.7097052967322695,0.0,8.097908432504141,0.030078211900000002,19.525589727721496,215.9125,273.8820561666667,3,2,3,3
1133.090254,1.0,85.92,0.0,85.92,551.078807,0.583333,0.0,0.583333,1.0,13,7,1200.0,0.0,312.343947,0.0,12,7.033586070185912,6.313690802391304,0.0,0.9442418783333333,0.0,7.16,0.0,0,1,0,0
5842.231445,1.0,452.59,241.53,211.06,786.62111,0.916667,0.416667,0.916667,0.25,5,22,7500.0,4431.489516,2071.432892,0.0,12,8.673039252415172,6.669017149351435,8.396716672688939,0.7789641926666667,2.139335304134004,37.71583333333333,369.29079299999995,1,0,2,2
7.980453,0.272727,0.0,0.0,0.0,95.842922,0.0,0.0,0.0,0.083333,1,0,9500.0,198.014471,165.091997,0.0,12,2.195050326476079,4.57309030509668,5.293377540673588,0.0008400476842105263,1.1994189579038164,0.0,16.501205916666667,2,2,0,0
4677.242936,1.0,125.0,0.0,125.0,2406.229924,0.583333,0.0,0.5,0.5,6,10,5000.0,1087.866649,1092.737436,0.0,12,8.450677877390424,7.786231956278783,6.992892662726108,0.9354485871999999,0.9955425824726666,10.416666666666666,90.65555408333334,3,0,2,2
1095.27596,1.0,119.0,119.0,0.0,54.739913,0.083333,0.083333,0.0,0.25,3,1,1200.0,365.05305,540.656023,0.0,12,6.999674224135769,4.0206964612345,5.902778268252995,0.9127299666666666,0.6752038902191236,9.916666666666666,30.4210875,0,1,0,0
6432.685892,1.0,0.0,0.0,0.0,3249.062265,0.0,0.0,0.0,0.5,16,0,7000.0,1549.916395,2295.219735,0.0,12,8.769302886588585,8.0864294336018,7.346601257790723,0.9189551274285714,0.6752801796556528,0.0,129.15969958333332,1,0,2,2
328.242971,1.0,1555.66,1023.9,531.76,0.0,1.0,0.25,1.0,0.0,0,26,3500.0,1052.275904,206.423078,0.0,12,5.796795991876145,0.0,6.959660494907509,0.09378370600000001,5.097665988683688,129.63833333333335,87.68965866666667,2,2,3,3
448.788728,1.0,32.38,32.38,0.0,545.642707,0.083333,0.083333,0.0,0.083333,2,1,5000.0,0.0,312.343947,0.0,12,6.108777979184529,6.303795402531094,0.0,0.0897577456,0.0,2.6983333333333337,0.0,3,1,0,0
209.178326,0.5,34.0,19.0,15.0,0.0,0.5,0.166667,0.166667,0.0,0,3,6000.0,635.909695,81.198552,0.0,6,5.347956341803963,0.0,6.456627879431349,0.03486305433333333,7.831539840759722,5.666666666666667,105.98494916666668,0,2,0,0
1463.302373,0.272727,0.0,0.0,0.0,586.02924,0.0,0.0,0.0,0.083333,1,0,17000.0,17194.62756,968.603795,0.25,12,7.289134212129454,6.3750746311939634,9.752410418856385,0.08607661017647059,17.751972115698763,0.0,1432.88563,1,0,2,2
7024.269179,1.0,130.4,0.0,130.4,1916.534565,0.333333,0.0,0.25,0.083333,1,4,10200.0,0.0,312.343947,0.0,12,8.857268810763232,7.558795559154563,0.0,0.6886538410784314,0.0,10.866666666666667,0.0,2,1,0,0
68.690623,1.0,734.37,59.0,675.37,0.0,1.0,0.083333,1.0,0.0,0,30,10500.0,837.517806,178.75204,0.75,12,4.244065775000081,0.0,6.731635816577446,0.006541964095238095,4.685360827210699,61.1975,69.7931505,3,2,3,3
1268.144319,1.0,0.0,0.0,0.0,1331.166485,0.0,0.0,0.0,0.428571,5,0,1500.0,499.961286,206.737107,0.0,7,7.146098187804356,7.194561832028632,6.216528824646024,0.845429546,2.418343244011826,0.0,71.42304085714285,0,1,0,0
28.329892,1.0,292.59,292.59,0.0,0.0,1.0,1.0,0.0,0.0,0,12,5000.0,0.0,312.343947,0.0,12,3.3786072007459627,0.0,0.0,0.0056659784000000005,0.0,24.382499999999997,0.0,1,2,0,0
140.349336,0.363636,1042.52,1042.52,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6000.0,3212.647061,260.066741,0.5,12,4.951234386569316,0.0,8.075161727261968,0.023391555999999997,12.353163840354352,86.87666666666667,267.72058841666666,2,2,0,0
1838.106824,1.0,2682.25,2632.4,49.85,188.36824,1.0,1.0,0.083333,0.083333,1,16,4500.0,1891.062946,429.697372,0.0,12,7.517035311008628,5.243693479256866,7.5454230186144295,0.4084681831111111,4.400918109408405,223.52083333333334,157.58857883333334,3,1,2,2
1688.534078,1.0,280.0,280.0,0.0,49.117804,0.166667,0.166667,0.0,0.083333,1,3,1800.0,547.982657,664.585302,0.0,12,7.432208076415558,3.914376314223596,6.3080668508466164,0.9380744877777777,0.8245482639337697,23.333333333333332,45.66522141666667,0,1,0,0
1048.067171,1.0,0.0,0.0,0.0,158.347647,0.0,0.0,0.0,0.25,3,0,1200.0,369.895952,281.091657,0.0,12,6.955656639711358,5.071088274516482,5.915921570442997,0.8733893091666666,1.315926470204699,0.0,30.82466266666667,1,1,0,0
4862.641586,1.0,1302.37,1302.37,0.0,1279.629012,0.5,0.5,0.0,0.25,3,9,6000.0,1723.432154,1836.602896,0.0,12,8.48954273384216,7.155106651833547,7.45265308918487,0.8104402643333333,0.938380396629844,108.53083333333332,143.61934616666667,2,1,2,2
554.289791,1.0,90.0,90.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,7000.0,414.117463,189.979169,0.0,12,6.31949012342162,0.0,6.028561523554973,0.07918425585714287,2.179804581627578,7.5,34.50978858333333,3,1,0,0
65.645186,0.545455,735.69,85.5,650.19,0.0,0.5,0.083333,0.416667,0.0,0,16,3000.0,1302.778971,140.751691,1.0,12,4.199382815959131,0.0,7.173022227352849,0.021881728666666666,9.255867277644288,61.307500000000005,108.56491425,0,2,3,3
1389.598597,1.0,6058.03,3391.88,2666.15,3517.94774,1.0,0.166667,1.0,0.25,6,52,4000.0,6528.829703,550.971147,0.0,12,7.237489578747394,8.165917286401422,8.784136142757362,0.34739964925,11.849676228145574,504.8358333333333,544.0691419166667,1,3,1,1
230.161419,0.888889,750.05,160.05,590.0,0.0,0.666667,0.111111,0.555556,0.0,0,7,14000.0,1207.021598,116.531467,0.0,9,5.443116250036031,0.0,7.096739257474003,0.016440101357142856,10.357902711376662,83.33888888888889,134.1135108888889,2,2,3,3
56.536572,1.0,499.92,0.0,499.92,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,496.551862,194.502845,0.416667,12,4.052420780401517,0.0,6.2096997963916225,0.018845524,2.5529285291431085,41.660000000000004,41.379321833333336,3,2,3,3
39.37618,1.0,256.5,0.0,256.5,0.0,0.75,0.0,0.666667,0.0,0,9,1200.0,164.37267,131.106729,0.166667,12,3.698240007121941,0.0,5.108201533144634,0.03281348333333333,1.2537317592600452,21.375,13.6977225,0,2,3,3
52.0899,0.727273,230.15,230.15,0.0,0.0,1.0,1.0,0.0,0.0,0,12,1600.0,0.0,312.343947,0.0,12,3.971986702999909,0.0,0.0,0.0325561875,0.0,19.179166666666667,0.0,1,2,0,0
224.937583,1.0,1956.8,105.8,1851.0,0.0,1.0,0.083333,1.0,0.0,0,31,10000.0,1908.733611,185.371629,1.0,12,5.420258779711246,0.0,7.554719040633108,0.0224937583,10.296794721483513,163.06666666666666,159.06113425,2,2,3,3
8823.284205,1.0,3719.0,2293.18,1425.82,29282.10915,1.0,0.75,1.0,0.416667,26,61,15500.0,28150.97869,7321.639932,0.083333,12,9.085262768596897,10.284766149254766,10.24537292203893,0.5692441422580645,3.8449007259921615,309.9166666666667,2345.914890833333,3,0,2,2
1005.332554,1.0,0.0,0.0,0.0,19.503826,0.0,0.0,0.0,0.083333,1,0,1200.0,347.446739,425.777184,0.0,12,6.914067866609811,3.020611502876718,5.853485389252703,0.8377771283333333,0.8160294916131532,0.0,28.953894916666666,0,1,0,0
160.852061,0.888889,4704.98,2017.22,2687.76,0.0,0.888889,0.666667,0.777778,0.0,0,45,4500.0,4372.542801,129.801874,0.833333,9,5.0866827143041515,0.0,8.383328669253087,0.03574490244444444,33.686284074758426,522.7755555555555,485.83808899999997,1,3,0,0
1594.527848,1.0,60.0,60.0,0.0,97.854366,1.0,1.0,0.0,0.083333,1,12,1800.0,422.765741,385.395799,0.0,12,7.374959899655605,4.593647716572461,6.049180804907386,0.8858488044444445,1.0969650995079996,5.0,35.230478416666664,2,1,2,2
5961.863054,1.0,320.08,64.03,256.05,3134.417004,1.0,0.083333,0.916667,0.583333,17,13,7000.0,1894.746827,2168.95118,0.0,12,8.693306022902652,8.05051745985121,7.547368143835743,0.8516947220000001,0.8735774435457786,26.673333333333332,157.89556891666666,3,0,2,2
864.975705,1.0,66.7,66.7,0.0,75.254745,0.083333,0.083333,0.0,0.083333,1,1,1000.0,413.167127,240.517311,0.0,12,6.76385685389639,4.3340796430595425,6.02626958077087,0.864975705,1.7178269841874292,5.558333333333334,34.430593916666666,0,1,0,0
2683.746154,1.0,130.0,130.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,610.42602,891.684832,0.0,12,7.895341460201682,0.0,6.415793966614626,0.5963880342222222,0.6845759825597213,10.833333333333334,50.868835,1,1,0,0
6.914784,0.454545,71.4,0.0,71.4,0.0,0.166667,0.0,0.083333,0.0,0,2,2000.0,21.55251,112.584481,0.0,12,2.0687324030048178,0.0,3.11584636795838,0.003457392,0.19143411071016087,5.95,1.7960425000000002,2,2,0,0
1747.11949,1.0,285.45,285.45,0.0,1429.489972,0.333333,0.333333,0.0,0.416667,7,10,3000.0,420.862309,389.633098,0.0,12,7.466295912002741,7.265772302329278,6.04467897880394,0.5823731633333333,1.0801503033502557,23.787499999999998,35.07185908333333,3,1,2,2
4069.525304,1.0,259.84,211.51,48.33,1731.958401,0.166667,0.166667,0.083333,0.25,12,4,7500.0,1105.027682,1586.594493,0.0,12,8.311527337430038,7.457585285388266,7.008530210702154,0.5426033738666667,0.6964776991697272,21.653333333333332,92.08564016666666,0,1,2,2
601.369472,1.0,35.8,35.8,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,750.0,255.502079,217.074658,0.0,12,6.40087099791071,0.0,5.547136769841135,0.8018259626666666,1.177023984992297,2.983333333333333,21.291839916666667,1,1,0,0
1050.92679,1.0,150.0,0.0,150.0,114.462798,0.5,0.0,0.5,0.083333,1,6,1000.0,238.619393,5303.958597,0.0,12,6.958378799621318,4.748948382839941,5.479051802031013,1.0509267899999999,0.04498892452421608,12.5,19.884949416666668,2,1,0,0
62.635576,1.0,611.31,0.0,611.31,0.0,1.0,0.0,1.0,0.0,0,37,1500.0,514.6675,139.832021,0.916667,12,4.15317268502558,0.0,6.245462177934678,0.04175705066666667,3.680612611613473,50.942499999999995,42.888958333333335,3,2,3,3
814.269404,0.875,0.0,0.0,0.0,1175.358928,0.0,0.0,0.0,0.125,1,0,1200.0,257.187514,205.446177,0.0,8,6.703518615674131,7.070179292775559,5.55368611938114,0.6785578366666667,1.2518486240802622,0.0,32.14843925,0,1,0,0
1026.874467,0.909091,153.96,153.96,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,8500.0,1676.090994,266.069794,0.090909,12,6.935248324745382,0.0,7.424816020339263,0.12080876082352943,6.299441093264424,12.83,139.6742495,1,1,0,0
42.125651,0.636364,453.89,453.89,0.0,0.0,0.25,0.25,0.0,0.0,0,3,6500.0,793.296498,127.427088,1.0,12,3.7641179708897594,0.0,6.677456814715859,0.006480869384615384,6.225493420990677,37.82416666666666,66.1080415,2,2,0,0
367.596554,0.363636,0.0,0.0,0.0,1078.247446,0.0,0.0,0.0,0.166667,5,0,1200.0,274.204055,274.427951,0.0,12,5.909702696304339,6.984019267974598,5.617512840689005,0.30633046166666666,0.999184135583915,0.0,22.850337916666664,3,1,0,0
3409.130731,1.0,0.0,0.0,0.0,4459.741851,0.0,0.0,0.0,0.666667,14,0,6000.0,2203.045653,1023.380975,0.0,12,8.134505907079355,8.403070365487025,7.698049883760639,0.5681884551666667,2.152713121328057,0.0,183.58713775,0,0,2,2
15.216647,0.272727,133.0,133.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,1200.0,780.127863,89.546616,0.0,12,2.7860383072190786,0.0,6.660738853468965,0.012680539166666666,8.711974810974432,11.083333333333334,65.01065525,1,2,0,0
206.305547,1.0,1594.0,1084.0,510.0,0.0,0.333333,0.25,0.166667,0.0,0,10,4500.0,1605.613993,119.213806,0.090909,12,5.33419377740501,0.0,7.38188413339928,0.04584567711111111,13.46835611472718,132.83333333333334,133.80116608333333,2,2,0,0
3892.22326,1.0,929.99,453.0,476.99,558.732109,1.0,0.5,1.0,0.083333,1,65,6500.0,951.737085,909.741196,0.0,12,8.266992695054167,6.327458292484802,6.859338984164848,0.5988035784615385,1.046162457174249,77.49916666666667,79.31142375,3,1,3,3
39.274052,0.545455,431.49,431.49,0.0,0.0,0.333333,0.333333,0.0,0.0,0,7,1500.0,745.768447,107.848735,0.0,12,3.695707390610964,0.0,6.615755159837639,0.026182701333333332,6.914948487805629,35.9575,62.147370583333334,0,2,0,0
413.987831,1.0,985.79,892.8,92.99,0.0,0.5,0.5,0.25,0.0,0,16,3000.0,887.885624,176.216309,0.0,12,6.028249196909208,0.0,6.789968570319008,0.13799594366666668,5.038612084424036,82.14916666666666,73.99046866666667,1,2,0,0
1549.600093,1.0,0.0,0.0,0.0,181.45033,0.0,0.0,0.0,0.083333,1,0,5000.0,793.363907,498.013895,0.0,12,7.34639729176164,5.206477971595537,6.677541677408764,0.3099200186,1.5930557660444395,0.0,66.11365891666667,2,1,0,0
8.640998,0.363636,0.0,0.0,0.0,2777.200448,0.0,0.0,0.0,0.083333,1,0,6000.0,11267.69478,5.045387,0.5,12,2.2660246302348614,7.929558676218765,9.329783786662306,0.0014401663333333333,2233.266700849707,0.0,938.974565,3,2,0,0
85.79793,1.0,931.98,289.03,642.95,0.0,1.0,1.0,0.75,0.0,0,23,7500.0,875.423848,186.610054,0.416667,12,4.463582773455671,0.0,6.775849818670123,0.011439723999999998,4.691193369463362,77.665,72.95198733333334,0,2,3,3
48.157955,0.363636,648.24,286.0,362.24,0.0,0.333333,0.25,0.25,0.0,0,6,2000.0,753.720188,58.719455,0.363636,12,3.895038684971715,0.0,6.626347068634924,0.0240789775,12.835953399090641,54.02,62.810015666666665,1,2,0,0
4184.915498,1.0,0.0,0.0,0.0,3757.68359,0.0,0.0,0.0,0.5,13,0,5000.0,0.0,312.343947,0.0,12,8.339480715989001,8.231824066038907,0.0,0.8369830996000001,0.0,0.0,0.0,2,1,0,0
4046.574741,1.0,1757.44,242.89,1514.55,19.677306,1.0,0.25,1.0,0.083333,1,68,4500.0,1721.705144,1111.315878,0.0,12,8.305873151347942,3.029036770361215,7.451651092458198,0.8992388313333333,1.5492491181701624,146.45333333333335,143.47542866666666,3,1,3,3
1522.831212,1.0,0.0,0.0,0.0,1883.483223,0.0,0.0,0.0,0.5,7,0,5000.0,1110.576652,364.832651,0.0,10,7.328982976832155,7.54140891004087,7.013534693689504,0.3045662424,3.044071436468004,0.0,111.0576652,0,1,0,0
2016.049201,1.0,1372.57,620.77,751.8,3806.758546,0.75,0.583333,0.416667,0.75,27,16,5500.0,3582.470327,615.990784,0.0,12,7.609390930814859,8.24479598686313,8.184086974947618,0.3665544001818182,5.815785592987054,114.38083333333333,298.53919391666665,1,0,2,2
72.251911,0.727273,665.5,228.0,437.5,0.0,0.416667,0.166667,0.333333,0.0,0,12,4000.0,1443.726409,106.632133,0.5,12,4.293904336294073,0.0,7.275675246287967,0.01806297775,13.53931848104361,55.458333333333336,120.31053408333334,2,2,0,0
5336.743176,1.0,680.97,680.97,0.0,4037.626724,0.583333,0.583333,0.0,0.416667,7,10,8500.0,1272.722158,1361.590608,0.0,12,8.582558216405381,8.303659993367384,7.149698726005595,0.6278521383529412,0.9347318867522624,56.7475,106.06017983333334,3,0,2,2
7.527502,0.545455,65.75,0.0,65.75,0.0,0.416667,0.0,0.416667,0.0,0,5,4000.0,187.936242,132.19075,0.571429,12,2.1432964698459633,0.0,5.24140961423104,0.0018818755,1.4217049377509394,5.479166666666667,15.661353499999999,0,2,3,3
1262.88817,1.0,313.02,210.5,102.52,1381.613303,0.583333,0.5,0.416667,0.083333,1,13,1500.0,1960.519301,922.418051,0.0,12,7.141948097691561,7.231730685192057,7.581474605519626,0.8419254466666666,2.125412982621694,26.084999999999997,163.37660841666667,1,1,2,2
1850.509525,1.0,0.0,0.0,0.0,218.731138,0.0,0.0,0.0,0.416667,5,0,2000.0,498.436823,401.48809,0.0,12,7.523756544817886,5.392404698979185,6.213481109608797,0.9252547624999999,1.241473496760514,0.0,41.53640191666667,2,1,0,0
3019.820556,1.0,1158.28,0.0,1158.28,538.243002,0.75,0.0,0.666667,0.333333,4,19,7500.0,804.815422,980.711635,0.0,12,8.013283780747944,6.290166307901797,6.691854711318209,0.4026427408,0.820644308966519,96.52333333333333,67.06795183333334,3,1,0,0
1382.240511,1.0,113.03,0.0,113.03,3688.794183,0.583333,0.0,0.5,0.833333,31,12,3000.0,2780.931453,463.144483,0.0,12,7.232184221823369,8.213325958514211,7.930900732711823,0.46074683699999996,6.0044576910138865,9.419166666666667,231.74428775,0,0,2,2
6.338717,0.090909,171.0,171.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,4000.0,495.808559,88.232737,0.0,12,1.993164031707559,0.0,6.208204758731734,0.00158467925,5.619326520495449,14.25,41.31737991666667,1,2,0,0
3676.070324,1.0,2255.1,1216.81,1038.29,106.449005,1.0,0.666667,1.0,0.083333,1,27,3500.0,2055.087209,3606.228152,0.0,12,8.20987160649233,4.6770163629246575,7.628560042504281,1.0503058068571427,0.569871656029377,187.92499999999998,171.25726741666665,2,1,2,2
451.076499,0.818182,32.25,0.0,32.25,0.0,0.083333,0.0,0.083333,0.0,0,1,1800.0,0.0,312.343947,0.0,12,6.113851411087036,0.0,0.0,0.250598055,0.0,2.6875,0.0,3,1,0,0
5858.94756,1.0,896.18,896.18,0.0,4222.003137,0.166667,0.166667,0.0,0.666667,12,5,7000.0,3948.663657,1493.652513,0.0,12,8.675895933725556,8.348301797770514,8.281385704143107,0.8369925085714285,2.643629373386928,74.68166666666666,329.05530475,0,0,2,2
35.578362,0.909091,464.51,133.0,331.51,0.0,0.833333,0.083333,0.75,0.0,0,10,3000.0,452.522327,147.243614,0.777778,12,3.5994568633926063,0.0,6.117044500978365,0.011859454,3.0732900035990696,38.70916666666667,37.71019391666667,1,2,3,3
153.162696,1.0,1198.2,0.0,1198.2,0.0,1.0,0.0,1.0,0.0,0,12,7000.0,1108.354624,184.163134,0.416667,12,5.0380085122770115,0.0,7.011533705396512,0.021880385142857145,6.018330595959558,99.85000000000001,92.36288533333334,2,2,3,3
3140.698358,1.0,1961.78,1107.29,854.49,0.0,1.0,0.166667,1.0,0.0,0,24,6000.0,5361.346807,742.308918,0.0,12,8.05251881102428,0.0,8.587156995369007,0.5234497263333333,7.22252781422195,163.48166666666665,446.7789005833333,3,2,3,3
2239.937878,1.0,90.0,90.0,0.0,966.33053,0.090909,0.090909,0.0,0.454545,7,1,3500.0,518.134344,484.797517,0.0,11,7.714649752756283,6.8745402467704455,6.252162701307348,0.6399822508571429,1.06876443428649,8.181818181818182,47.103122181818186,0,1,0,0
510.233775,1.0,436.74,436.74,0.0,0.0,0.333333,0.333333,0.0,0.0,0,5,3500.0,484.285337,239.690542,0.0,12,6.236826970912095,0.0,6.184737041654277,0.14578107857142858,2.02046076978707,36.395,40.35711141666667,1,2,0,0
683.971012,0.909091,294.0,145.0,149.0,281.669381,0.5,0.083333,0.416667,0.166667,2,7,3500.0,1578.37444,174.83612,0.1,12,6.529376519118608,5.644277949672029,7.364784123571758,0.19542028914285714,9.027736602711157,24.5,131.53120333333334,2,1,0,0
703.053063,1.0,335.99,0.0,335.99,956.578904,0.583333,0.0,0.5,0.083333,1,7,7500.0,2300.799763,202.991548,0.25,12,6.556853726897142,6.86440812392591,7.741446601571487,0.09374040839999999,11.334460895879271,27.999166666666667,191.73331358333334,3,1,3,3
